06:38:16.335;fe 30 1f 09 84 82 1e 02 00 00 0a;0x630
06:38:16.349;fe 60 1f 09 b5 11 00 00 00 00 0a;0x660
06:38:16.353;fe 61 00 00 00 00 00 00 00 01 0a;0x661
06:38:16.359;ff 00 00 10 00 00 eb 0b 00 00 0a;0x700
06:38:16.361;ff 01 3c 0c 00 00 04 02 df 00 0a;0x701
06:38:16.397;ff 02 be 0f b5 0f ae 0f b6 0f 0a;0x702
06:38:16.403;ff 03 b4 0f b5 0f b2 0f 00 80 0a;0x703
06:38:16.409;ff 04 48 0c 00 00 ef 01 e1 00 0a;0x704
06:38:16.415;ff 05 b5 0f b8 0f b9 0f bb 0f 0a;0x705
06:38:16.420;ff 06 b8 0f ba 0f b5 0f 00 80 0a;0x706
06:38:16.425;ff 07 39 0c 00 00 04 02 d4 00 0a;0x707
06:38:16.429;ff 08 c1 0f bf 0f b1 0f b5 0f 0a;0x708
06:38:16.433;ff 09 c7 0f af 0f c5 0f 00 80 0a;0x709
06:38:16.439;ff 0b ad 0f b1 0f b7 0f b3 0f 0a;0x70b
06:38:16.445;ff 0c b6 0f a8 0f b7 0f 00 80 0a;0x70c
06:38:16.450;ff f4 00 00 00 00 00 00 80 3f 0a;0x7f4
06:38:16.452;ff f5 00 00 00 00 00 00 00 00 0a;0x7f5
06:38:16.454;ff f6 00 00 00 00 00 00 2d 00 0a;0x7f6
06:38:16.456;ff f7 00 00 00 00 00 00 00 00 0a;0x7f7
06:38:16.468;ff f8 00 00 00 00 00 00 00 00 0a;0x7f8
06:38:16.472;ff f9 d2 00 e1 00 03 00 02 00 0a;0x7f9
06:38:16.475;ff fa 00 00 00 00 08 00 00 00 0a;0x7fa
06:38:16.479;ff fb 8a 0c 80 0c 80 04 a3 03 0a;0x7fb
06:38:16.481;ff fc 00 00 00 00 04 00 6a 00 0a;0x7fc
06:38:16.483;ff fd 80 00 00 00 50 00 00 00 0a;0x7fd
06:38:17.381;fe 30 1f 09 84 82 1e 02 00 00 0a;0x630
06:38:17.386;fe 60 1f 09 b5 11 00 00 00 00 0a;0x660
06:38:17.391;fe 61 00 00 00 00 00 00 00 01 0a;0x661
06:38:17.396;ff 00 00 10 00 00 eb 0b 00 00 0a;0x700
06:38:17.398;ff 01 3c 0c 00 00 04 02 df 00 0a;0x701
06:38:17.400;ff 02 be 0f b5 0f ae 0f b6 0f 0a;0x702
06:38:17.416;ff 03 b4 0f b5 0f b2 0f 00 80 0a;0x703
06:38:17.421;ff 04 48 0c 00 00 ef 01 e1 00 0a;0x704
06:38:17.427;ff 05 b5 0f b8 0f b9 0f bb 0f 0a;0x705
