18:34:39.081;ff 09 ff 0f ee 0f fc 0f 00 80 0a;0x709
18:34:39.101;ff 0b f4 0f f5 0f fa 0f f3 0f 0a;0x70b
18:34:39.109;ff 0c f8 0f ee 0f 02 10 00 80 0a;0x70c
18:34:39.113;ff f4 84 78 bd 3f 3e 94 77 3f 0a;0x7f4
18:34:39.127;ff f5 00 00 00 00 00 00 00 00 0a;0x7f5
18:34:40.066;fd 0e 00 00 48 f0 00 00 0b cb 0a;0x50e
18:34:40.081;fd 0f 00 1f f5 7b 00 05 3f 74 0a;0x50f
18:34:40.096;fd 10 01 44 03 ff 00 00 1b 5d 0a;0x510
18:34:40.102;fd 1b 00 09 ea 47 04 64 00 00 0a;0x51b
18:34:40.106;fe 00 9c d1 30 41 23 bc 95 3c 0a;0x600
18:34:43.269;ff 09 04 10 f2 0f 00 10 00 80 0a;0x709
18:34:43.282;ff 0b f8 0f fa 0f fe 0f f7 0f 0a;0x70b
18:34:43.293;ff 0c fd 0f f3 0f 06 10 00 80 0a;0x70c
18:34:43.301;ff f4 9f 78 bd 3f 3d 94 77 3f 0a;0x7f4
18:34:43.304;ff f5 00 00 00 00 00 00 00 00 0a;0x7f5
18:34:44.276;fd 0e 00 00 48 f0 00 00 0b cb 0a;0x50e
18:34:44.288;fd 0f 00 1f f5 7b 00 05 3f 74 0a;0x50f
18:34:44.292;fd 10 01 44 03 ff 00 00 10 86 0a;0x510
18:34:44.299;fd 1b 00 09 f0 64 04 65 00 00 0a;0x51b
18:34:44.302;fe 00 b7 4c 31 41 2d a1 95 3c 0a;0x600
18:34:44.306;ff 03 fb 0f f8 0f 03 10 00 80 0a;0x703
18:34:44.315;ff 04 48 0c 00 00 3b 01 5f 01 0a;0x704
18:34:44.320;ff 05 f9 0f fb 0f fd 0f fa 0f 0a;0x705
18:34:44.332;ff 06 00 10 f9 0f fe 0f 00 80 0a;0x706
18:34:44.337;ff 07 39 0c 00 00 6a 01 3a 01 0a;0x707
18:34:44.356;ff f7 5c 04 00 00 8f 04 01 00 0a;0x7f7
18:34:44.366;ff f8 f2 0f 06 10 03 05 04 06 0a;0x7f8
18:34:44.370;ff f9 3a 01 65 01 03 00 04 00 0a;0x7f9
18:34:44.374;ff fa f1 bd 01 00 a4 08 00 00 0a;0x7fa
18:34:44.378;ff fb 8a 0c 80 0c 80 04 a3 03 0a;0x7fb
18:34:44.380;ff fc 00 00 00 00 1b 00 6a 00 0a;0x7fc
18:34:45.276;fd 0e 00 00 48 f0 00 00 0b cf 0a;0x50e
18:34:45.290;fd 0f 00 1f f5 7b 00 05 40 f1 0a;0x50f
18:34:45.298;fd 10 01 44 03 ff 00 00 3c 5a 0a;0x510
18:34:45.305;fd 1b 00 09 f1 dc 04 67 00 00 0a;0x51b
18:34:45.310;fe 00 23 66 31 41 03 cb 95 3c 0a;0x600
18:34:45.328;ff 03 fb 0f f7 0f 01 10 00 80 0a;0x703
18:34:45.336;ff 04 48 0c 00 00 3c 01 5f 01 0a;0x704
18:34:45.343;ff 05 fb 0f fd 0f fe 0f fa 0f 0a;0x705
18:34:45.349;ff 06 00 10 f8 0f fd 0f 00 80 0a;0x706
18:34:45.357;ff 07 39 0c 00 00 6a 01 3c 01 0a;0x707
18:34:46.304;fd 0e 00 00 48 f0 00 00 0b cf 0a;0x50e
18:34:46.313;fd 0f 00 1f f5 7b 00 05 40 f1 0a;0x50f
18:34:46.319;fd 10 01 44 04 00 00 00 23 94 0a;0x510
18:34:46.325;fd 1b 00 09 f3 4e 04 67 00 00 0a;0x51b
18:34:46.330;fe 00 81 80 31 41 cc 64 96 3c 0a;0x600
18:34:47.374;fd 09 00 00 0e 21 00 00 00 c4 0a;0x509
18:34:47.380;fd 0e 00 00 48 f0 00 00 0b cf 0a;0x50e
18:34:47.385;fd 0f 00 1f f5 7b 00 05 40 f1 0a;0x50f
18:34:47.390;fd 10 01 44 04 00 00 00 13 c5 0a;0x510
18:34:47.394;fd 1b 00 09 f4 bb 04 67 00 00 0a;0x51b
18:34:47.397;fe 00 8b a8 31 41 04 9c 96 3c 0a;0x600
18:34:47.429;ff 03 fb 0f f7 0f 01 10 00 80 0a;0x703
18:34:47.439;ff 04 48 0c 00 00 3c 01 5e 01 0a;0x704
18:34:47.446;ff 05 f9 0f fb 0f fe 0f fa 0f 0a;0x705
18:34:47.452;ff 06 00 10 f9 0f fd 0f 00 80 0a;0x706
18:34:47.458;ff 07 39 0c 00 00 6a 01 3c 01 0a;0x707
18:34:47.478;ff f7 5c 04 00 00 92 04 01 00 0a;0x7f7
18:34:47.490;ff f8 f3 0f 07 10 03 05 04 06 0a;0x7f8
18:34:47.494;ff f9 3c 01 65 01 03 00 04 00 0a;0x7f9
18:34:47.497;ff fa f1 bd 01 00 01 00 00 00 0a;0x7fa
18:34:47.500;ff fb 8a 0c 80 0c 80 04 a3 03 0a;0x7fb
18:34:47.504;ff fc 00 00 00 00 1d 00 68 00 0a;0x7fc
18:34:48.448;ff 03 fb 0f f7 0f 01 10 00 80 0a;0x703
18:34:48.457;ff 04 48 0c 00 00 3e 01 5e 01 0a;0x704
18:34:48.464;ff 05 f9 0f fb 0f fe 0f fa 0f 0a;0x705
18:34:48.474;ff 06 00 10 f9 0f fd 0f 00 80 0a;0x706
18:34:48.486;ff 07 39 0c 00 00 6b 01 3c 01 0a;0x707
18:34:49.524;ff 09 05 10 f3 0f 00 10 00 80 0a;0x709
18:34:49.532;ff 0b f9 0f fa 0f fe 0f f8 0f 0a;0x70b
18:34:49.538;ff 0c fe 0f f3 0f 07 10 00 80 0a;0x70c
18:34:49.543;ff f4 3d 70 bd 3f 9d 94 77 3f 0a;0x7f4
18:34:49.546;ff f5 00 00 00 00 00 00 00 00 0a;0x7f5
18:34:51.528;fd 09 00 00 0d ee 00 00 00 c6 0a;0x509
18:34:51.537;fd 0e 00 00 48 f0 00 00 0b cf 0a;0x50e
18:34:51.541;fd 0f 00 1f f5 7b 00 05 40 f1 0a;0x50f
18:34:51.545;fd 10 01 44 03 ff 00 00 3d 3e 0a;0x510
18:34:51.555;fd 1b 00 09 fb ba 04 67 00 00 0a;0x51b
18:34:51.559;fe 00 95 13 32 41 fb b3 96 3c 0a;0x600
18:34:51.620;ff 09 05 10 f3 0f 00 10 00 80 0a;0x709
18:34:51.634;ff 0b f9 0f fa 0f fe 0f f8 0f 0a;0x70b
18:34:51.643;ff 0c fe 0f f3 0f 07 10 00 80 0a;0x70c
18:34:51.651;ff f4 4c 70 bd 3f 9c 94 77 3f 0a;0x7f4
18:34:51.653;ff f5 00 00 00 00 00 00 00 00 0a;0x7f5
18:34:52.581;fd 09 00 00 0d f6 00 00 00 c8 0a;0x509
