pos;nr;name;team;brand;model;drivernum;drivername;pit_reason;time_pit_in;pitcount;time_pit_out;lapnumber;time_of_day (lap end);racetime;laptime;sector_1_time;sector_2_time;sector_3_time;Sector 3;Sector 4
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;20;14:21:52.522;01:21:51.946;4:06.128;1:18.767;1:32.657;1:14.704;67.92;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;21;14:26:23.592;01:26:23.016;4:31.070;1:24.049;1:45.261;1:21.760;76.06;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;22;14:30:43.713;01:30:43.137;4:20.121;1:16.363;1:42.989;1:20.769;69.23;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;23;14:34:41.167;01:34:40.591;3:57.454;1:16.001;1:30.316;1:11.137;70.13;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;24;14:38:34.380;01:38:33.804;3:53.213;1:13.487;1:27.278;1:12.448;72.81;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;25;14:42:26.554;01:42:25.978;3:52.174;1:13.391;1:29.775;1:09.008;72.65;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;26;14:46:20.835;01:46:20.259;3:54.281;1:11.686;1:28.084;1:14.511;77.33;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;27;14:49:56.318;01:49:55.742;3:35.483;1:09.406;1:22.534;1:03.543;65.32;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;28;14:53:52.211;01:53:51.635;3:55.893;1:09.600;1:32.681;1:13.612;57.96;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;29;14:58:03.066;01:58:02.490;4:10.855;1:17.868;1:39.166;1:13.821;60.56;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;30;15:02:19.086;02:02:18.510;4:16.020;1:22.638;1:37.905;1:15.477;61.6;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;;;;;31;15:06:27.513;02:06:26.937;4:08.427;1:21.894;1:33.355;1:13.178;;
5;31;Solar Energy Racers SER;;SER-5;;;Tobias;Driver Change;15:10:45;1;;32;15:11:05.634;02:11:05.058;4:38.121;1:19.575;1:36.140;;64.29;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;15:16:57;33;15:21:17.322;02:21:16.746;10:11.688;;1:40.606;1:19.227;61.6;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;34;15:25:37.730;02:25:37.154;4:20.408;1:18.061;1:40.876;1:21.471;62.55;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;35;15:29:51.945;02:29:51.369;4:14.215;1:12.827;1:38.430;1:22.958;63.28;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;36;15:34:13.831;02:34:13.255;4:21.886;1:20.286;1:41.165;1:20.435;60.67;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;37;15:38:23.690;02:38:23.114;4:09.859;1:15.721;1:37.405;1:16.733;58.91;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;38;15:42:30.087;02:42:29.511;4:06.397;1:17.870;1:32.983;1:15.544;61.83;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;39;15:46:32.403;02:46:31.827;4:02.316;1:20.595;1:29.337;1:12.384;69.98;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;40;15:50:43.316;02:50:42.740;4:10.913;1:22.563;1:35.064;1:13.286;56.35;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;41;15:54:46.706;02:54:46.130;4:03.390;1:14.957;1:32.918;1:15.515;66.53;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;42;15:58:54.898;02:58:54.322;4:08.192;1:15.882;1:31.945;1:20.365;57.35;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;43;16:03:10.541;03:03:09.965;4:15.643;1:19.370;1:35.903;1:20.370;55.29;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;44;16:07:38.879;03:07:38.303;4:28.338;1:22.753;1:45.735;1:19.850;66.39;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;45;16:11:59.835;03:11:59.259;4:20.956;1:23.307;1:41.203;1:16.446;66.53;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;46;16:16:28.288;03:16:27.712;4:28.453;1:21.423;1:42.999;1:24.031;60.56;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;47;16:20:40.506;03:20:39.930;4:12.218;1:18.587;1:41.601;1:12.030;60.22;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;48;16:24:52.598;03:24:52.022;4:12.092;1:17.580;1:36.138;1:18.374;62.67;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;49;16:28:56.567;03:28:55.991;4:03.969;1:15.570;1:33.998;1:14.401;60.67;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;50;16:33:03.511;03:33:02.935;4:06.944;1:18.518;1:34.039;1:14.387;60.11;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;51;16:37:14.227;03:37:13.651;4:10.716;1:17.710;1:34.531;1:18.475;62.19;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;52;16:41:28.053;03:41:27.477;4:13.826;1:18.096;1:39.169;1:16.561;78.64;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;53;16:45:32.953;03:45:32.377;4:04.900;1:17.240;1:34.840;1:12.820;64.16;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;54;16:49:42.666;03:49:42.090;4:09.713;1:11.449;1:33.194;1:25.070;60.56;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;55;16:53:54.391;03:53:53.815;4:11.725;1:18.240;1:34.436;1:19.049;56.06;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;56;16:58:10.168;03:58:09.592;4:15.777;1:19.601;1:36.525;1:19.651;60.56;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;;;;;57;17:02:29.222;04:02:28.646;4:19.054;1:24.319;1:40.987;1:13.748;;
5;31;Solar Energy Racers SER;;SER-5;;;Damian;Driver Change;17:06:40;2;;58;17:06:59.114;04:06:58.538;4:29.892;1:19.574;1:37.422;;63.91;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;17:12:26;59;17:17:25.250;04:17:24.674;10:26.136;;1:49.644;1:22.619;56.94;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;60;17:22:00.150;04:21:59.574;4:34.900;1:27.843;1:43.555;1:23.502;60.11;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;61;17:26:29.447;04:26:28.871;4:29.297;1:22.136;1:45.248;1:21.913;61.02;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;62;17:31:08.421;04:31:07.845;4:38.974;1:25.353;1:44.128;1:29.493;60.67;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;63;17:35:31.915;04:35:31.339;4:23.494;1:23.762;1:39.009;1:20.723;65.72;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;64;17:39:47.789;04:39:47.213;4:15.874;1:19.649;1:37.483;1:18.742;61.48;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;65;17:44:17.809;04:44:17.233;4:30.020;1:22.001;1:49.352;1:18.667;59.89;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;66;17:49:03.590;04:49:03.014;4:45.781;1:31.031;1:47.789;1:26.961;60.56;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;67;17:53:39.210;04:53:38.634;4:35.620;1:27.716;1:47.641;1:20.263;61.48;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;68;17:58:08.559;04:58:07.983;4:29.349;1:23.094;1:46.941;1:19.314;62.19;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;69;18:02:49.392;05:02:48.816;4:40.833;1:31.837;1:45.525;1:23.471;53.55;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;70;18:07:31.760;05:07:31.184;4:42.368;1:26.984;1:48.175;1:27.209;51.92;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;71;18:12:23.598;05:12:23.022;4:51.838;1:35.170;1:51.272;1:25.396;53.82;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;72;18:17:29.045;05:17:28.469;5:05.447;1:34.873;1:56.145;1:34.429;53.2;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;73;18:22:20.630;05:22:20.054;4:51.585;1:36.542;1:49.523;1:25.520;51.92;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;74;18:27:13.504;05:27:12.928;4:52.874;1:35.396;1:51.519;1:25.959;58.38;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;75;18:32:08.065;05:32:07.489;4:54.561;1:37.119;1:52.185;1:25.257;60.22;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;76;18:36:49.403;05:36:48.827;4:41.338;1:26.292;1:47.291;1:27.755;67.36;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;77;18:41:17.074;05:41:16.498;4:27.671;1:23.173;1:48.527;1:15.971;59.34;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;78;18:45:43.259;05:45:42.683;4:26.185;1:19.003;1:37.895;1:29.287;57.55;
5;31;Solar Energy Racers SER;;SER-5;;;Jonas;;;;;79;18:49:52.579;05:49:52.003;4:09.320;1:19.471;1:33.239;1:16.610;;
