,pos,nr,name,team,brand,model,drivernum,drivername,pit_reason,time_pit_in,pitcount,time_pit_out,lapnumber,time_of_day (lap end),racetime,laptime,sector_1_time,sector_2_time,sector_3_time,Sector 3,Sector 4,ms_laptime,ms_racetime,energy_used,driver_color
129,5,31,Solar Energy Racers SER,,SER-5,,,Damian,,,,,130,23:21:11.246,10:21:10.670,4:25.062,1:19.882,1:37.852,1:27.328,57.65,,265062.0,37270670.0,-65.95482597750001,blue
130,5,31,Solar Energy Racers SER,,SER-5,,,Damian,,,,,131,23:25:28.084,10:25:27.508,4:16.838,1:19.910,1:38.992,1:17.936,,,256838.0,37527508.0,-52.612445613333335,blue
131,5,31,Solar Energy Racers SER,,SER-5,,,Damian,Driver Change,23:29:38,5.0,,132,23:29:58.369,10:29:57.793,4:30.285,1:19.441,1:34.550,,64.93,,270285.0,37797793.0,-46.462041290833334,blue
132,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,23:35:52,133,23:40:00.727,10:40:00.151,10:02.358,,1:31.519,1:12.028,64.29,,602358.0,38400151.0,-74.17764714666667,orange
133,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,134,23:44:06.530,10:44:05.954,4:05.803,1:19.397,1:32.552,1:13.854,73.8,,245803.0,38645954.0,-56.808341974166666,orange
134,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,135,23:48:11.507,10:48:10.931,4:04.977,1:20.166,1:33.116,1:11.695,65.45,,244977.0,38890931.0,-59.69071136916667,orange
135,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,136,23:52:15.837,10:52:15.261,4:04.330,1:16.712,1:35.228,1:12.390,61.71,,244330.0,39135261.0,-57.69499103166667,orange
136,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,137,23:56:28.705,10:56:28.129,4:12.868,1:19.361,1:37.691,1:15.816,65.99,,252868.0,39388129.0,-54.0346522975,orange
137,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,138,00:45.72,11:00:45.139,4:17.010,1:19.194,1:34.198,1:23.618,64.03,,257010.0,39645139.0,-57.082561796666674,orange
138,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,139,5:11.691,11:05:11.115,4:25.976,1:18.110,1:52.468,1:15.398,74.48,,265976.0,39911115.0,-59.84277938166667,orange
139,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,140,9:45.806,11:09:45.230,4:34.115,1:16.408,1:44.146,1:33.561,77.14,,274115.0,40185230.0,-57.65529455250001,orange
140,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,141,13:43.483,11:13:42.907,3:57.677,1:14.177,1:32.908,1:10.592,65.85,,237677.0,40422907.0,-66.7254853025,orange
141,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,142,17:43.060,11:17:42.484,3:59.577,1:14.153,1:32.200,1:13.224,72.32,,239577.0,40662484.0,-61.67555741583334,orange
142,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,143,21:41.508,11:21:40.932,3:58.448,1:12.495,1:33.801,1:12.152,73.64,,238448.0,40900932.0,-69.49069101416667,orange
143,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,144,25:44.022,11:25:43.446,4:02.514,1:14.437,1:33.046,1:15.031,63.41,,242514.0,41143446.0,-62.724666203333335,orange
144,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,145,29:19.131,11:29:18.555,3:35.109,1:06.675,1:20.467,1:07.967,60.67,,215109.0,41358555.0,-84.71478302416666,orange
145,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,146,33:26.640,11:33:26.064,4:07.509,1:21.202,1:31.965,1:14.342,69.53,,247509.0,41606064.0,-59.554575721666666,orange
146,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,147,37:39.468,11:37:38.892,4:12.828,1:20.918,1:34.882,1:17.028,61.83,,252828.0,41858892.0,-58.29227419083333,orange
147,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,148,41:50.370,11:41:49.794,4:10.902,1:18.259,1:37.373,1:15.270,63.04,,250902.0,42109794.0,-55.24238004333334,orange
148,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,149,46:07.240,11:46:06.664,4:16.870,1:20.724,1:39.534,1:16.612,52.85,,256870.0,42366664.0,-58.671752850000004,orange
149,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,150,50:38.508,11:50:37.932,4:31.268,1:22.165,1:45.026,1:24.077,52.01,,271268.0,42637932.0,-47.782589180833334,orange
150,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,151,55:16.289,11:55:15.713,4:37.781,1:25.548,1:45.197,1:27.036,49.77,,277781.0,42915713.0,-51.0899708875,orange
151,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,152,01:00:04.482,12:00:03.906,4:48.193,1:32.091,1:47.170,1:28.932,52.01,,288193.0,43203906.0,-45.726046905000004,orange
152,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,153,01:05:22.870,12:05:22.294,5:18.388,1:35.023,2:09.883,1:33.482,55.77,,318388.0,43522294.0,-42.06014494833334,orange
153,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,154,01:10:07.403,12:10:06.827,4:44.533,1:28.574,1:48.040,1:27.919,,,284533.0,43806827.0,-45.676108570000004,orange
154,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,Charge,01:14:49,6.0,,155,01:15:09.790,12:15:09.214,5:02.387,1:30.683,1:47.245,,66.39,,302387.0,44109214.0,-38.78715746833334,orange
155,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,01:50:30,156,01:54:54.775,12:54:54.199,39:44.985,,1:38.558,1:16.019,66.53,,2384985.0,46494199.0,4264.301816863333,green
156,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,157,01:59:20.761,12:59:20.185,4:25.986,1:24.576,1:39.044,1:22.366,69.38,,265986.0,46760185.0,-51.101541000000005,green
157,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,158,02:03:34.205,13:03:33.629,4:13.444,1:19.065,1:36.219,1:18.160,65.72,,253444.0,47013629.0,-61.45124884583334,green
158,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,159,02:07:40.365,13:07:39.789,4:06.160,1:15.726,1:31.568,1:18.866,56.06,,246160.0,47259789.0,-62.01086580166667,green
159,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,160,02:12:04.130,13:12:03.554,4:23.765,1:22.127,1:40.361,1:21.277,60.45,,263765.0,47523554.0,-52.88642513083334,green
160,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,161,02:16:30.300,13:16:29.724,4:26.170,1:24.240,1:41.916,1:20.014,61.02,,266170.0,47789724.0,-58.40919769666667,green
161,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,162,02:20:58.733,13:20:58.157,4:28.433,1:22.219,1:43.042,1:23.172,62.19,,268433.0,48058157.0,-57.49318188833334,green
162,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,163,02:25:04.227,13:25:03.651,4:05.494,1:20.095,1:33.087,1:12.312,57.96,,245494.0,48303651.0,-64.4887234975,green
163,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,164,02:29:13.601,13:29:13.025,4:09.374,1:20.369,1:34.198,1:14.807,56.15,,249374.0,48553025.0,-64.319940695,green
164,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,165,02:33:45.078,13:33:44.502,4:31.477,1:22.156,1:43.782,1:25.539,70.28,,271477.0,48824502.0,-52.095587784166675,green
165,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,166,02:38:20.086,13:38:19.510,4:35.008,1:22.380,1:44.900,1:27.728,66.12,,275008.0,49099510.0,-60.891681258333335,green
166,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,167,02:42:29.237,13:42:28.661,4:09.151,1:15.258,1:35.803,1:18.090,61.95,,249151.0,49348661.0,-54.54542162083334,green
167,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,168,02:46:38.549,13:46:37.973,4:09.312,1:19.023,1:35.032,1:15.257,63.65,,249312.0,49597973.0,-60.561487006666674,green
168,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,169,02:50:57.692,13:50:57.116,4:19.143,1:22.376,1:41.891,1:14.876,64.29,,259143.0,49857116.0,-51.93507384833334,green
169,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,170,02:55:14.858,13:55:14.282,4:17.166,1:22.178,1:38.801,1:16.187,62.55,,257166.0,50114282.0,-56.350266214166666,green
170,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,171,02:59:42.069,13:59:41.493,4:27.211,1:21.671,1:44.096,1:21.444,64.93,,267211.0,50381493.0,-53.89370738166667,green
171,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,172,03:03:57.335,14:03:56.759,4:15.266,1:20.960,1:38.737,1:15.569,59.45,,255266.0,50636759.0,-61.65503566583334,green
172,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,173,03:08:14.733,14:08:14.157,4:17.398,1:20.714,1:37.660,1:19.024,62.79,,257398.0,50894157.0,-53.2727452975,green
173,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,174,03:12:32.332,14:12:31.756,4:17.599,1:25.841,1:36.236,1:15.522,54.18,,257599.0,51151756.0,-56.48142031416667,green
174,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,175,03:16:54.820,14:16:54.244,4:22.488,1:20.536,1:40.888,1:21.064,62.55,,262488.0,51414244.0,-54.69487031416667,green
175,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,176,03:21:16.346,14:21:15.770,4:21.526,1:21.367,1:40.910,1:19.249,60.34,,261526.0,51675770.0,-60.264499132500006,green
176,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,177,03:25:34.157,14:25:33.581,4:17.811,1:21.441,1:39.321,1:17.049,62.43,,257811.0,51933581.0,-54.99051237666667,green
177,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,178,03:30:02.006,14:30:01.430,4:27.849,1:24.014,1:43.618,1:20.217,62.43,,267849.0,52201430.0,-55.83180838083334,green
178,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,179,03:34:23.783,14:34:23.207,4:21.777,1:23.359,1:43.766,1:14.652,63.78,,261777.0,52463207.0,-52.638492239166666,green
179,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,180,03:38:49.139,14:38:48.563,4:25.356,1:22.348,1:44.032,1:18.976,,,265356.0,52728563.0,-56.457424725833334,green
180,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,Driver Change,03:43:06,7.0,,181,03:43:25.012,14:43:24.436,4:35.873,1:23.559,1:40.767,,60.9,,275873.0,53004436.0,-45.7656884775,green
181,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,03:49:16,182,03:53:50.425,14:53:49.849,10:25.413,,1:39.495,1:19.483,59.34,,625413.0,53629849.0,-58.44755800083334,orange
182,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,183,03:58:04.884,14:58:04.308,4:14.459,1:22.357,1:36.607,1:15.495,59.34,,254459.0,53884308.0,-55.21390107916667,orange
183,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,184,04:02:22.079,15:02:21.503,4:17.195,1:25.833,1:34.007,1:17.355,63.41,,257195.0,54141503.0,-62.919008778333335,orange
184,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,185,04:06:45.926,15:06:45.350,4:23.847,1:19.508,1:47.458,1:16.881,62.79,,263847.0,54405350.0,-61.4879772025,orange
185,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,186,04:10:59.197,15:10:58.621,4:13.271,1:21.413,1:36.231,1:15.627,64.54,,253271.0,54658621.0,-57.816316695833336,orange
186,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,187,04:15:07.889,15:15:07.313,4:08.692,1:20.346,1:34.756,1:13.590,62.31,,248692.0,54907313.0,-61.14231471000001,orange
187,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,188,04:19:27.419,15:19:26.843,4:19.530,1:19.790,1:43.409,1:16.331,57.55,,259530.0,55166843.0,-55.15811360000001,orange
188,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,189,04:23:37.671,15:23:37.095,4:10.252,1:20.224,1:32.258,1:17.770,63.65,,250252.0,55417095.0,-59.02610659833334,orange
189,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,190,04:27:55.259,15:27:54.683,4:17.588,1:23.423,1:38.453,1:15.712,54.64,,257588.0,55674683.0,-52.714521224166674,orange
190,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,191,04:32:08.531,15:32:07.955,4:13.272,1:19.898,1:33.990,1:19.384,71.52,,253272.0,55927955.0,-56.67768066416667,orange
191,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,192,04:36:27.884,15:36:27.308,4:19.353,1:21.504,1:41.735,1:16.114,67.64,,259353.0,56187308.0,-59.74461975333334,orange
192,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,193,04:40:56.448,15:40:55.872,4:28.564,1:20.468,1:47.694,1:20.402,58.7,,268564.0,56455872.0,-52.493914260833336,orange
193,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,194,04:45:00.561,15:44:59.985,4:04.113,1:18.294,1:31.350,1:14.469,57.45,,244113.0,56699985.0,-61.359421708333336,orange
194,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,195,04:49:10.420,15:49:09.844,4:09.859,1:20.796,1:31.141,1:17.922,62.43,,249859.0,56949844.0,-58.2339935975,orange
195,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,196,04:53:24.160,15:53:23.584,4:13.740,1:19.919,1:36.334,1:17.487,59.89,,253740.0,57203584.0,-59.47394269916667,orange
196,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,197,04:57:40.758,15:57:40.182,4:16.598,1:19.623,1:40.932,1:16.043,66.26,,256598.0,57460182.0,-61.843096117500004,orange
197,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,198,05:01:58.262,16:01:57.686,4:17.504,1:23.021,1:41.667,1:12.816,55.86,,257504.0,57717686.0,-58.44070894916667,orange
198,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,199,05:06:09.782,16:06:09.206,4:11.520,1:20.086,1:36.601,1:14.833,60.45,,251520.0,57969206.0,-58.43480175916667,orange
199,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,200,05:10:33.490,16:10:32.914,4:23.708,1:31.031,1:36.067,1:16.610,67.78,,263708.0,58232914.0,-54.78145542916667,orange
200,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,201,05:14:49.511,16:14:48.935,4:16.021,1:20.500,1:36.067,1:19.454,56.45,,256021.0,58488935.0,-58.597643010000006,orange
201,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,202,05:19:05.953,16:19:05.377,4:16.442,1:20.953,1:38.490,1:16.999,54.73,,256442.0,58745377.0,-56.772065187500004,orange
202,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,203,05:23:33.941,16:23:33.365,4:27.988,1:24.305,1:40.508,1:23.175,55.77,,267988.0,59013365.0,-54.25537231250001,orange
203,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,204,05:28:13.397,16:28:12.821,4:39.456,1:26.637,1:47.804,1:25.015,54.09,,279456.0,59292821.0,-50.58880897166667,orange
204,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,205,05:33:15.874,16:33:15.298,5:02.477,1:27.845,1:58.050,1:36.582,54.0,,302477.0,59595298.0,-43.87456224500001,orange
205,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,206,05:38:01.629,16:38:01.053,4:45.755,1:29.286,1:49.631,1:26.838,,,285755.0,59881053.0,-47.15217762666667,orange
206,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,Driver Change,05:42:46,8.0,,207,05:43:05.988,16:43:05.412,5:04.359,1:27.233,1:54.004,,54.09,,304359.0,60185412.0,-41.376064750833336,orange
207,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,05:49:10,208,05:54:12.395,16:54:11.819,11:06.407,,1:54.484,1:26.235,54.36,,666407.0,60851819.0,-49.146143000833334,green
208,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,209,05:59:02.765,16:59:02.189,4:50.370,1:34.193,1:49.500,1:26.677,58.06,,290370.0,61142189.0,-47.748160938333335,green
209,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,210,06:03:42.714,17:03:42.138,4:39.949,1:31.716,1:47.019,1:21.214,63.28,,279949.0,61422138.0,-49.625960408333334,green
210,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,211,06:08:18.801,17:08:18.225,4:36.087,1:28.320,1:46.439,1:21.328,63.28,,276087.0,61698225.0,-55.85707157750001,green
211,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,212,06:12:37.004,17:12:36.428,4:18.203,1:21.596,1:40.978,1:15.629,63.65,,258203.0,61956428.0,-57.45316315833334,green
212,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,213,06:16:59.294,17:16:58.718,4:22.290,1:22.814,1:42.990,1:16.486,62.07,,262290.0,62218718.0,-56.24531167000001,green
213,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,214,06:21:26.128,17:21:25.552,4:26.834,1:22.191,1:39.530,1:25.113,65.45,,266834.0,62485552.0,-54.771788665833334,green
214,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,215,06:25:56.013,17:25:55.437,4:29.885,1:22.859,1:50.662,1:16.364,60.67,,269885.0,62755437.0,-55.623471180833334,green
215,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,216,06:30:08.884,17:30:08.308,4:12.871,1:20.138,1:36.664,1:16.069,61.36,,252871.0,63008308.0,-60.13566475583334,green
216,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,217,06:34:25.878,17:34:25.302,4:16.994,1:21.349,1:39.731,1:15.914,62.31,,256994.0,63265302.0,-62.175790595833334,green
217,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,218,06:38:46.065,17:38:45.489,4:20.187,1:21.610,1:41.599,1:16.978,60.0,,260187.0,63525489.0,-57.89153652583334,green
218,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,219,06:43:00.904,17:43:00.328,4:14.839,1:21.061,1:38.874,1:14.904,54.55,,254839.0,63780328.0,-55.53130879500001,green
219,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,220,06:47:34.597,17:47:34.021,4:33.693,1:22.999,1:39.931,1:30.763,55.38,,273693.0,64054021.0,-52.443491953333336,green
220,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,221,06:52:07.551,17:52:06.975,4:32.954,1:24.107,1:41.870,1:26.977,58.8,,272954.0,64326975.0,-54.986833405000006,green
221,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,222,06:56:39.913,17:56:39.337,4:32.362,1:26.706,1:43.472,1:22.184,58.7,,272362.0,64599337.0,-54.91679098583334,green
222,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,223,07:01:09.303,18:01:08.727,4:29.390,1:25.881,1:44.098,1:19.411,51.18,,269390.0,64868727.0,-51.78145369333334,green
223,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,224,07:06:02.838,18:06:02.262,4:53.535,1:26.550,1:48.278,1:38.707,49.85,,293535.0,65162262.0,-45.66806485,green
224,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,225,07:10:36.312,18:10:35.736,4:33.474,1:31.645,1:43.106,1:18.723,62.55,,273474.0,65435736.0,-48.582426994166674,green
225,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,,,,,226,07:15:28.986,18:15:28.410,4:52.674,1:34.795,1:54.424,1:23.455,,,292674.0,65728410.0,-54.88769937416667,green
226,5,31,Solar Energy Racers SER,,SER-5,,,Jonas,Charge,07:19:33,9.0,,227,07:19:55.475,18:19:54.899,4:26.489,1:14.483,1:35.366,,85.26,,266489.0,65994899.0,-56.06228679,green
227,5,31,Solar Energy Racers SER,,SER-5,,,Damian,,,,07:54:18,228,07:58:12.895,18:58:12.319,38:17.420,,1:32.689,1:11.257,,,2297420.0,68292319.0,4339.366961929167,blue
228,5,31,Solar Energy Racers SER,,SER-5,,,Damian,Repair,08:05:00,10.0,10:43:18,229,10:48:55.329,21:48:54.753,170:42.434,166:51.358,2:02.274,,47.09,,10242434.0,78534753.0,-69.34565974833333,blue
229,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,After Repair Check,,,10:43:18,230,11:04:20.712,22:04:20.136,15:25.383,,1:59.247,1:40.932,53.82,,925383.0,79460136.0,-68.36690610083333,orange
230,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,231,11:09:38.694,22:09:38.118,5:17.982,1:44.599,1:59.829,1:33.554,53.38,,317982.0,79778118.0,-64.47201789750001,orange
231,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,232,11:14:42.593,22:14:42.017,5:03.899,1:36.014,1:51.954,1:35.931,49.32,,303899.0,80082017.0,-63.324151935,orange
232,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,233,11:19:50.675,22:19:50.099,5:08.082,1:36.106,1:56.792,1:35.184,52.43,,308082.0,80390099.0,-57.01104802583334,orange
233,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,234,11:25:01.418,22:25:00.842,5:10.743,1:48.268,1:53.805,1:28.670,44.57,,310743.0,80700842.0,-62.46212117000001,orange
234,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,235,11:30:36.241,22:30:35.665,5:34.823,1:39.182,2:05.440,1:50.201,49.47,,334823.0,81035665.0,-54.261597577500005,orange
235,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,236,11:35:55.341,22:35:54.765,5:19.100,1:39.369,2:02.607,1:37.124,50.08,,319100.0,81354765.0,-58.606867515000005,orange
236,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,237,11:41:19.366,22:41:18.790,5:24.025,1:43.262,2:06.113,1:34.650,50.39,,324025.0,81678790.0,-60.413074245000004,orange
237,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,238,11:46:34.617,22:46:34.041,5:15.251,1:41.071,1:58.585,1:35.595,51.43,,315251.0,81994041.0,-59.16179333083334,orange
238,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,239,11:51:57.177,22:51:56.601,5:22.560,1:42.509,2:02.440,1:37.611,51.1,,322560.0,82316601.0,-55.336120128333334,orange
239,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,240,11:57:19.309,22:57:18.733,5:22.132,1:40.624,2:04.170,1:37.338,51.1,,322132.0,82638733.0,-54.96536969166667,orange
240,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,241,,23:02:34.086,5:15.353,1:40.590,1:56.137,1:38.626,47.4,,315353.0,82954086.0,-59.28091394583333,orange
241,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,242,,23:07:54.678,5:20.592,1:44.831,1:55.362,1:40.399,47.1,,320592.0,83274678.0,-60.98705815416667,orange
242,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,243,,23:13:14.313,5:19.635,1:42.088,2:01.501,1:36.046,48.4,,319635.0,83594313.0,-58.022758753333335,orange
243,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,244,,23:18:49.379,5:35.066,1:41.045,2:12.593,1:41.428,50.5,,335066.0,83929379.0,-55.34907255,orange
244,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,245,,23:24:08.065,5:18.686,1:40.242,2:09.450,1:28.994,57.5,,318686.0,84248065.0,-60.51620031416667,orange
245,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,246,,23:28:49.074,4:41.009,1:28.485,1:46.213,1:26.311,58.5,,281009.0,84529074.0,-65.00111269833333,orange
246,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,247,,23:33:16.347,4:27.273,1:26.553,1:38.720,1:22.000,61.5,,267273.0,84796347.0,-75.3644256375,orange
247,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,248,,23:37:42.522,4:26.175,1:23.244,1:43.124,1:19.807,59.8,,266175.0,85062522.0,-74.02641863666668,orange
248,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,249,,23:42:06.568,4:24.046,1:21.160,1:48.072,1:14.814,61.8,,264046.0,85326568.0,-79.97343612666667,orange
249,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,250,,23:46:19.013,4:12.445,1:18.612,1:36.678,1:17.155,58.8,,252445.0,85579013.0,-82.33339597583334,orange
250,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,251,,23:50:29.246,4:10.233,1:17.752,1:36.714,1:15.767,63.5,,250233.0,85829246.0,-76.43877231583333,orange
251,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,252,,23:54:38.181,4:08.935,1:17.827,1:31.229,1:19.879,52.4,,248935.0,86078181.0,-76.09963226833334,orange
252,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,253,,23:59:02.301,4:24.120,1:31.639,1:36.329,1:16.152,66.0,,264120.0,86342301.0,-83.41741189583334,orange
253,5,31,Solar Energy Racers SER,,SER-5,,,Tobias,,,,,254,,24:03:15.461,4:13.160,1:19.910,1:34.681,1:18.569,64.4,,253160.0,86595461.0,-77.9594842,orange
